,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
19857,21666,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,5JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19858,21667,2015,2018,White,3,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
19859,21668,2015,2018,White,4,D Felony,Public Order,Weapons,Parole Granted,1JD,0,1,0,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
19860,21669,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,3JD,1,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19861,21670,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,2JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19862,21671,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,6JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19863,21672,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19864,21673,2015,2018,Black,4,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19865,21674,2015,2018,White,4,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19866,21675,2015,2018,American Native,3,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Public Order_Other Public Order,D Felony_Public Order_Other Public Order
19867,21676,2015,2018,White,4,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,0,0,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
19868,21677,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19869,21678,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,6JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19870,21679,2015,2018,White,3,D Felony,Drug,Drug Possession,Paroled to Detainer - Iowa,3JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19871,21680,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,5JD,0,1,1,1,5.0,Property_Burglary,D Felony_Property_Burglary
19872,21681,2015,2018,White,3,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,2JD,1,1,0,0,1.0,Violent_Assault,Serious Misdemeanor_Violent_Assault
19873,21682,2015,2018,White,3,C Felony,Violent,Sex,Released to Special Sentence,6JD,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
19874,21683,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,1JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19875,21684,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19876,21685,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19877,21686,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,1,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19878,21687,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,1JD,1,0,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
19879,21688,2015,2018,Black,4,D Felony,Drug,Trafficking,Parole Granted,7JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
19880,21689,2015,2018,Black,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19881,21690,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,8JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19882,21691,2015,2018,White,3,D Felony,Property,Theft,Parole Granted,2JD,0,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
19883,21692,2015,2018,White,4,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
19884,21693,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,2JD,1,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19885,21694,2015,2018,White,4,Felony - Enhanced,Drug,Trafficking,Parole Granted,unknown,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19886,21695,2015,2018,White,4,C Felony,Drug,Trafficking,Parole Granted,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19887,21696,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,2JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19888,21697,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,6JD,1,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19889,21698,2015,2018,Black,3,C Felony,Property,Theft,Parole Granted,5JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
19890,21699,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
19891,21700,2015,2018,Black,4,B Felony,Violent,Murder/Manslaughter,Parole Granted,7JD,0,1,0,1,50.0,Violent_Murder/Manslaughter,B Felony_Violent_Murder/Manslaughter
19892,21701,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,2JD,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19893,21702,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,5JD,0,0,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19894,21703,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Paroled to Detainer - Out of State,5JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19895,21704,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19896,21705,2015,2018,White,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19897,21706,2015,2018,White,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19898,21707,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,3JD,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19899,21708,2015,2018,White,3,D Felony,Property,Forgery/Fraud,Parole Granted,unknown,1,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
19900,21709,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19901,21710,2015,2018,White,3,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,6JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19902,21711,2015,2018,American Native,3,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19903,21712,2015,2018,White,4,D Felony,Drug,Drug Possession,Parole Granted,6JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19904,21713,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,3JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19905,21714,2015,2018,White,3,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
19906,21715,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,8JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19907,21716,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19908,21717,2015,2018,White,4,D Felony,Violent,Assault,Parole Granted,1JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
19909,21718,2015,2018,Black,3,C Felony,Property,Theft,Parole Granted,1JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
19910,21719,2015,2018,Black,4,C Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19911,21720,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19912,21721,2015,2018,Black,4,D Felony,Property,Burglary,Parole Granted,5JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19913,21722,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19914,21723,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,0,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19915,21724,2015,2018,Black,3,D Felony,Property,Theft,Parole Granted,4JD,1,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
19916,21725,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,1JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19917,21726,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19918,21727,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,6JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19919,21728,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19920,21729,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,6JD,0,0,1,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19921,21730,2015,2018,White,3,D Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
19922,21731,2015,2018,Black,3,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,unknown,1,0,0,0,2.0,Public Order_Other Public Order,Aggravated Misdemeanor_Public Order_Other Public Order
19923,21732,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,8JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19924,21733,2015,2018,White,3,D Felony,Property,Forgery/Fraud,Parole Granted,4JD,0,1,1,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
19925,21734,2015,2018,White,4,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19926,21735,2015,2018,American Native,3,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,unknown,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
19927,21736,2015,2018,White,4,B Felony,Drug,Trafficking,Parole Granted,1JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19928,21737,2015,2018,White,3,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19929,21738,2015,2018,White,4,D Felony,Drug,Trafficking,Parole Granted,1JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
19930,21739,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,8JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19931,21740,2015,2018,Black,3,D Felony,Drug,Drug Possession,Parole Granted,1JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19932,21741,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,5JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19933,21742,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19934,21743,2015,2018,White,3,B Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,0,0,0,1,50.0,Violent_Murder/Manslaughter,B Felony_Violent_Murder/Manslaughter
19935,21744,2015,2018,White,3,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,1,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
19936,21745,2015,2018,White,4,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,5JD,1,1,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
19937,21746,2015,2018,White,4,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,0,1,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19938,21747,2015,2018,White,4,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,unknown,0,0,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
19939,21748,2015,2018,American Native,3,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,0,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
19940,21749,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,4JD,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19941,21750,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19942,21752,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,unknown,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19943,21753,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,1,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19944,21754,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,8JD,1,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19945,21755,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,2JD,0,0,1,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19946,21756,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,2JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19947,21757,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19948,21758,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,unknown,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19949,21759,2015,2018,Black,3,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,0,1,1,0,1.0,Violent_Assault,Serious Misdemeanor_Violent_Assault
19950,21760,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,unknown,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19951,21761,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,1,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19952,21762,2015,2018,Black,3,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19953,21763,2015,2018,White,2,D Felony,Drug,Drug Possession,Parole Granted,2JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19954,21764,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,1JD,1,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19955,21765,2015,2018,American Native,3,D Felony,Violent,Assault,Parole Granted,6JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
19956,21766,2015,2018,White,4,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,1,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19957,21767,2015,2018,White,4,D Felony,Public Order,OWI,Parole Granted,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19958,21768,2015,2018,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,1,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19959,21769,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,1JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19960,21770,2015,2018,White,4,D Felony,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
19961,21771,2015,2018,Black,3,Felony - Enhanced,Drug,Trafficking,Released to Special Sentence,1JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19962,21772,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
19963,21773,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,unknown,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19964,21774,2015,2018,White,3,D Felony,Property,Theft,Discharged - Expiration of Sentence,6JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
19965,21775,2015,2018,White,3,D Felony,Property,Theft,Discharged - Expiration of Sentence,2JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
19966,21776,2015,2018,White,2,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,1,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
19967,21777,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,2JD,1,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19968,21778,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,1JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19969,21779,2015,2018,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Paroled w/Immediate Discharge,unknown,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
19970,21780,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
19971,21781,2015,2018,White,3,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,1,0,0,0,2.0,Other_Other Criminal,Aggravated Misdemeanor_Other_Other Criminal
19972,21782,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,7JD,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19973,21783,2015,2018,Black,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19974,21784,2015,2018,White,3,D Felony,Violent,Assault,Discharged - Expiration of Sentence,2JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
19975,21785,2015,2018,White,2,D Felony,Property,Theft,Discharged - Expiration of Sentence,unknown,0,0,1,1,5.0,Property_Theft,D Felony_Property_Theft
19976,21786,2015,2018,White,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,unknown,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19977,21787,2015,2018,White,4,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,unknown,1,0,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
19978,21788,2015,2018,White,2,C Felony,Property,Theft,Parole Granted,4JD,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
19979,21789,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,unknown,0,0,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19980,21790,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,5JD,1,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19981,21791,2015,2018,White,3,D Felony,Drug,Trafficking,Parole Granted,4JD,0,0,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
19982,21792,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19983,21793,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,1,1,1,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19984,21794,2015,2018,White,3,B Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19985,21795,2015,2018,White,3,D Felony,Public Order,OWI,Parole Granted,6JD,1,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19986,21796,2015,2018,Black,3,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
19987,21797,2015,2018,American Native,3,D Felony,Drug,Drug Possession,Parole Granted,unknown,1,0,1,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
19988,21798,2015,2018,White,3,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19989,21799,2015,2018,White,3,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,2JD,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
19990,21800,2015,2018,White,4,C Felony,Drug,Trafficking,Parole Granted,2JD,0,0,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19991,21801,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
19992,21802,2015,2018,White,4,D Felony,Public Order,OWI,Parole Granted,5JD,0,0,1,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
19993,21803,2015,2018,White,2,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,unknown,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
19994,21804,2015,2018,Black,3,B Felony,Drug,Trafficking,Parole Granted,5JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
19995,21805,2015,2018,Black,3,D Felony,Property,Burglary,Discharged - Expiration of Sentence,1JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19996,21806,2015,2018,Black,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,7JD,1,1,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19997,21807,2015,2018,White,2,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,0,0,0,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
19998,21808,2015,2018,White,3,D Felony,Property,Burglary,Parole Granted,2JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
19999,21809,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,1JD,1,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20000,21810,2015,2018,White,4,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,1,0,0,1,5.0,Violent_Murder/Manslaughter,D Felony_Violent_Murder/Manslaughter
20001,21811,2015,2018,White,3,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,2JD,0,0,0,0,2.0,Public Order_OWI,Aggravated Misdemeanor_Public Order_OWI
20002,21812,2015,2018,White,3,C Felony,Violent,Sex,Released to Special Sentence,1JD,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
20003,21813,2015,2018,White,3,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,0,0,0,0,2.0,Public Order_Traffic,Aggravated Misdemeanor_Public Order_Traffic
20004,21814,2015,2018,White,3,D Felony,Drug,Drug Possession,Parole Granted,5JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
20005,21815,2015,2018,Hispanic,2,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,unknown,0,0,0,0,2.0,Drug_Drug Possession,Aggravated Misdemeanor_Drug_Drug Possession
20006,21816,2015,2018,White,4,D Felony,Public Order,OWI,Parole Granted,1JD,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20007,21817,2015,2018,White,3,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,1JD,1,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20008,21818,2015,2018,White,4,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,0,0,1,1,10.0,Other_Other Criminal,Felony - Enhanced_Other_Other Criminal
20009,21819,2015,2018,Black,4,C Felony,Property,Theft,Parole Granted,5JD,0,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
20010,21820,2015,2018,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
20011,21821,2015,2018,Black,3,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,unknown,0,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
20012,21822,2015,2018,Black,3,D Felony,Violent,Assault,Parole Granted,3JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
20013,21823,2015,2018,White,2,D Felony,Property,Theft,Discharged - Expiration of Sentence,5JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
20014,21824,2015,2018,White,3,C Felony,Drug,Trafficking,Parole Granted,3JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
20015,21825,2015,2018,White,3,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,3JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
20016,21826,2015,2018,White,3,Felony - Enhanced,Drug,Trafficking,Parole Granted,8JD,0,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
20017,21827,2015,2018,White,4,B Felony,Drug,Trafficking,Parole Granted,5JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
20018,21828,2015,2018,White,3,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,1,1,0,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
20019,21829,2015,2018,Black,4,D Felony,Property,Theft,Parole Granted,5JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
20020,21830,2015,2018,White,2,B Felony,Drug,Trafficking,Parole Granted,2JD,0,0,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
