fiscal_year_released,recidivism_reporting_year,main_supervising_district,release_type,race_ethnicity,age_at_release,sex,offense_class,offense_type,offense_subtype,return_to_prison,days_return,recidivism_type,new_offense_class,new_offense_type,new_offense_subtype,target_population
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,382.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2010,2013,8JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,514.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,66.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,882.0,New,B Felony,Drug,Trafficking,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,387.0,New,D Felony,Public Order,OWI,No
2010,2013,8JD,Parole,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Kidnap,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,1075.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,22.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,Under 25,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,642.0,New,Serious Misdemeanor,Public Order,Alcohol,No
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Drug Possession,Yes,319.0,Tech,,,,Yes
2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,282.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,1090.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Stolen Property,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,723.0,Tech,,,,Yes
2010,2013,3JD,Parole,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,193.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,603.0,New,Aggravated Misdemeanor,Property,Burglary,No
2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,424.0,New,C Felony,Drug,Trafficking,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,494.0,New,D Felony,Public Order,Traffic,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Sex,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,152.0,New,C Felony,Property,Burglary,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,755.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,855.0,Tech,,,,No
2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,Yes,749.0,New,D Felony,Public Order,OWI,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,918.0,New,D Felony,Public Order,Weapons,No
2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Asian or Pacific Islander - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Felony - Enhanced,Public Order,Weapons,Yes,993.0,Tech,,,,No
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,198.0,Tech,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Drug,Trafficking,Yes,341.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes,914.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,974.0,New,D Felony,Public Order,OWI,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,326.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,210.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Arson,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,612.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,712.0,New,Aggravated Misdemeanor,Drug,Trafficking,No
2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Public Order,OWI,Yes,307.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,55 and Older,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,453.0,Tech,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,261.0,New,D Felony,Public Order,OWI,No
2010,2013,1JD,Parole,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,53.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,624.0,New,D Felony,Violent,Assault,No
2010,2013,6JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,619.0,New,Aggravated Misdemeanor,Violent,Assault,No
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,291.0,Tech,,,,Yes
2010,2013,8JD,Parole,White - Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,Asian or Pacific Islander - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,709.0,New,C Felony,Violent,Sex,No
2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,267.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2010,2013,2JD,Parole,Asian or Pacific Islander - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,341.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Hispanic,25-34,Male,B Felony,Property,Arson,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,733.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2010,2013,7JD,Parole,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,449.0,New,D Felony,Violent,Assault,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,5JD,Special Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Sex,Yes,613.0,Tech,,,,Yes
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,Yes,289.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,360.0,Tech,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,681.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,27.0,Tech,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,747.0,New,D Felony,Property,Forgery/Fraud,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,198.0,New,D Felony,Public Order,Other Public Order,No
2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,323.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2014,2017,,,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2014,2017,,,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,916.0,New,C Felony,Drug,Trafficking,No
2010,2013,8JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,405.0,Tech,,,,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No
2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,274.0,Tech,,,,Yes
2010,2013,,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,426.0,New,D Felony,Violent,Assault,No
2010,2013,2JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,266.0,New,Aggravated Misdemeanor,Property,Theft,Yes
2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2010,2013,5JD,Parole,White - Non-Hispanic,55 and Older,Female,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
