Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,289,Aggravated Misdemeanor,Public Order,Traffic,No,New,Female
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,127,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,209,D Felony,Public Order,Flight/Escape,No,New,Female
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,379,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,Yes,753,D Felony,Drug,Drug Possession,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,3JD,Yes,260,D Felony,Property,Theft,No,Tech,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,686,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,449,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,Tech,Male
2014,2017,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,,,Yes,373,Aggravated Misdemeanor,Violent,Assault,No,New,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,6JD,Yes,750,D Felony,Property,Forgery/Fraud,Yes,Tech,Male
2014,2017,Black - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,789,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,New,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,Yes,439,B Felony,Drug,Trafficking,Yes,New,Female
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,277,B Felony,Drug,Trafficking,Yes,New,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,,,No,,,,,No,No Recidivism,Female
2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,,,Yes,13,C Felony,Violent,Assault,No,Tech,Male
2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,Yes,194,D Felony,Property,Burglary,No,New,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,57,Aggravated Misdemeanor,Property,Forgery/Fraud,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,Felony - Mandatory Minimum,Violent,Sex,,,Yes,211,Aggravated Misdemeanor,Violent,Assault,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,6JD,Yes,804,C Felony,Drug,Trafficking,No,New,Male
2014,2017,Black - Non-Hispanic,55 and Older,B Felony,Violent,Other Violent,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Other Drug,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,,,Yes,349,Special Sentence 2005,Violent,Sex,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,142,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,521,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,4JD,Yes,211,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,,,Yes,623,C Felony,Violent,Assault,No,New,Male
2014,2017,White - Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,476,D Felony,Property,Forgery/Fraud,No,New,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,8JD,Yes,986,C Felony,Property,Theft,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,209,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,Yes,623,Aggravated Misdemeanor,Violent,Assault,Yes,New,Male
2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,2JD,Yes,661,D Felony,Property,Burglary,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,8JD,Yes,511,D Felony,Public Order,OWI,Yes,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,,Yes,960,D Felony,Property,Theft,No,Tech,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,Yes,494,C Felony,Drug,Trafficking,Yes,New,Female
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,D Felony,Public Order,Traffic,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,8JD,Yes,675,C Felony,Property,Burglary,Yes,New,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,3JD,Yes,35,Aggravated Misdemeanor,Violent,Assault,No,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,606,D Felony,Public Order,Weapons,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,4JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,55 and Older,D Felony,Property,Forgery/Fraud,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,2JD,Yes,674,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,Asian or Pacific Islander - Non-Hispanic,35-44,C Felony,Violent,Assault,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,64,C Felony,Drug,Trafficking,No,New,Female
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,7JD,Yes,898,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,Yes,140,D Felony,Drug,Trafficking,Yes,Tech,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2014,2017,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,Yes,558,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,685,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,New,Male
2014,2017,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,Parole,6JD,Yes,874,D Felony,Violent,Assault,Yes,New,Male
2014,2017,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,4JD,Yes,458,C Felony,Drug,Trafficking,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,36,Aggravated Misdemeanor,Public Order,Traffic,No,New,Female
2014,2017,Asian or Pacific Islander - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,435,C Felony,Drug,Trafficking,No,New,Female
2014,2017,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,,,Yes,641,D Felony,Other,Other Criminal,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2014,2017,Black - Non-Hispanic,35-44,D Felony,Public Order,Weapons,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,3JD,Yes,337,D Felony,Property,Burglary,No,New,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,,,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,1JD,Yes,335,D Felony,Property,Burglary,No,Tech,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,8JD,Yes,236,D Felony,Property,Theft,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,136,C Felony,Drug,Trafficking,No,New,Male
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,7JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,7JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,172,D Felony,Public Order,OWI,No,Tech,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,5JD,No,,,,,No,No Recidivism,Female
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Sex,,,Yes,1018,Aggravated Misdemeanor,Other,Other Criminal,No,Tech,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,Yes,450,D Felony,Drug,Trafficking,Yes,New,Male
2014,2017,Black - Non-Hispanic,35-44,C Felony,Violent,Other Violent,Parole,5JD,Yes,700,C Felony,Violent,Other Violent,Yes,New,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,1JD,Yes,224,D Felony,Drug,Drug Possession,No,New,Male
2014,2017,White - Non-Hispanic,45-54,C Felony,Property,Theft,,,Yes,581,C Felony,Property,Theft,No,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,1JD,Yes,633,D Felony,Public Order,OWI,Yes,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Parole,5JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,5JD,Yes,469,C Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Violent,Sex,Parole,7JD,Yes,1060,D Felony,Public Order,Other Public Order,No,New,Male
2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Vandalism,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,1JD,Yes,752,Aggravated Misdemeanor,Property,Theft,No,New,Female
2014,2017,White - Hispanic,25-34,C Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,2JD,Yes,633,D Felony,Public Order,OWI,No,New,Male
2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,7JD,Yes,718,Aggravated Misdemeanor,Violent,Assault,No,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,5JD,Yes,1033,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,6JD,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,Yes,133,D Felony,Public Order,OWI,No,Tech,Male
2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,Yes,158,B Felony,Drug,Trafficking,No,Tech,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,7JD,Yes,788,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,,,Yes,70,Aggravated Misdemeanor,Other,Other Criminal,No,Tech,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole,3JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,,,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,5JD,Yes,736,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,Tech,Male
2014,2017,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Other Violent,Parole,1JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,Under 25,B Felony,Drug,Trafficking,,,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,478,D Felony,Drug,Drug Possession,No,New,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Hispanic,25-34,Aggravated Misdemeanor,Drug,Other Drug,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,,,Yes,405,D Felony,Property,Burglary,No,New,Male
2014,2017,White - Hispanic,35-44,C Felony,Violent,Murder/Manslaughter,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,7JD,Yes,925,D Felony,Public Order,OWI,Yes,New,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,358,B Felony,Drug,Trafficking,No,Tech,Male
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,5JD,Yes,91,D Felony,Violent,Assault,Yes,New,Male
2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,1JD,Yes,343,C Felony,Property,Theft,Yes,New,Male
2014,2017,White - Non-Hispanic,55 and Older,B Felony,Violent,Other Violent,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,967,C Felony,Drug,Trafficking,No,New,Male
2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,,No,,,,,Yes,No Recidivism,Female
2014,2017,Black - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,,No,,,,,Yes,No Recidivism,Female
2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,No,,,,,No,No Recidivism,Female
2014,2017,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,,,,,No,No Recidivism,Female
2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,,,No,,,,,No,No Recidivism,Male
2014,2017,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,Yes,355,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Female
2014,2017,Black - Non-Hispanic,45-54,C Felony,Violent,Assault,,,No,,,,,No,No Recidivism,Male
2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,Yes,572,C Felony,Property,Burglary,No,New,Male
