,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,crime_class_map,race_ethnicity_map,release_type_map,recidivist_map,target_pop_map,sex_map,age_released_map
17855,2014,2017,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,Black,unknown,0,1,0,0
17856,2014,2017,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,4
17857,2014,2017,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,4
17858,2014,2017,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,4
17859,2014,2017,Black - Non-Hispanic,55 and Older,D Felony,Property,Theft,unknown,unknown,No,Yes,Male,D Felony,Black,unknown,0,1,0,4
17860,2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,2
17861,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,Weapons,Parole,2JD,No,No,Male,D Felony,White,Paroled,0,0,0,3
17862,2014,2017,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,2JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,0
17863,2014,2017,Black - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,unknown,unknown,No,No,Male,D Felony,Black,unknown,0,0,0,2
17864,2014,2017,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,1JD,No,Yes,Female,D Felony,Black,Paroled,0,1,1,0
17865,2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,Yes,No,Female,Aggravated Misdemeanor,Black,Paroled,1,0,1,1
17866,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,1
17867,2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,1
17868,2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,6JD,Yes,No,Male,D Felony,Black,Paroled,1,0,0,1
17869,2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,7JD,No,No,Male,C Felony,White,Paroled,0,0,0,0
17870,2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,7JD,No,No,Male,C Felony,White,Paroled,0,0,0,0
17871,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,No,Male,D Felony,White,Paroled,1,0,0,0
17872,2014,2017,White - Hispanic,Under 25,Serious Misdemeanor,Violent,Assault,unknown,unknown,No,No,Male,Serious Misdemeanor,Hispanic,unknown,0,0,0,0
17873,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,unknown,unknown,No,Yes,Male,Aggravated Misdemeanor,White,unknown,0,1,0,1
17874,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,unknown,unknown,Yes,No,Male,Aggravated Misdemeanor,White,unknown,1,0,0,1
17875,2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,8JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,1
17876,2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,2JD,Yes,No,Male,D Felony,White,Paroled,1,0,0,1
17877,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,1
17878,2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,2
17879,2014,2017,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,7JD,No,No,Male,D Felony,White,Paroled,0,0,0,3
17880,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Female,C Felony,White,Paroled,1,1,1,1
17881,2014,2017,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,1
17882,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,unknown,unknown,Yes,Yes,Male,C Felony,White,unknown,1,1,0,1
17883,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Sex,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,1
17884,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,0
17885,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17886,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17887,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17888,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,unknown,unknown,Yes,No,Male,Aggravated Misdemeanor,White,unknown,1,0,0,1
17889,2014,2017,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Male,D Felony,Black,Paroled,0,1,0,1
17890,2014,2017,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,No,Male,C Felony,Black,Paroled,1,0,0,3
17891,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,3
17892,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,3
17893,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,3
17894,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,3
17895,2014,2017,White - Hispanic,25-34,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Hispanic,unknown,0,0,0,1
17896,2014,2017,White - Hispanic,25-34,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Hispanic,unknown,0,0,0,1
17897,2014,2017,White - Hispanic,25-34,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Hispanic,unknown,0,0,0,1
17898,2014,2017,White - Hispanic,25-34,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Hispanic,unknown,0,0,0,1
17899,2014,2017,White - Hispanic,25-34,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Hispanic,unknown,0,0,0,1
17900,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Parole,4JD,No,No,Male,Aggravated Misdemeanor,White,Paroled,0,0,0,1
17901,2014,2017,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,Yes,Male,D Felony,American Native,unknown,0,1,0,1
17902,2014,2017,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Weapons,Parole,5JD,Yes,Yes,Male,Aggravated Misdemeanor,Black,Paroled,1,1,0,2
17903,2014,2017,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,unknown,unknown,Yes,No,Male,C Felony,White,unknown,1,0,0,0
17904,2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,Yes,Yes,Female,Felony - Enhancement to Original Penalty,White,Paroled,1,1,1,2
17905,2014,2017,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,7JD,Yes,No,Male,C Felony,Black,Paroled,1,0,0,2
17906,2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,5JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,1
17907,2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,unknown,unknown,No,Yes,Female,Aggravated Misdemeanor,White,unknown,0,1,1,2
17908,2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,unknown,unknown,No,Yes,Female,Aggravated Misdemeanor,White,unknown,0,1,1,2
17909,2014,2017,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,unknown,unknown,No,Yes,Female,Aggravated Misdemeanor,White,unknown,0,1,1,2
17910,2014,2017,Black - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,unknown,unknown,No,No,Male,Sex Offender,Black,unknown,0,0,0,2
17911,2014,2017,Black - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,unknown,unknown,No,No,Male,Sex Offender,Black,unknown,0,0,0,2
17912,2014,2017,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,No,No,Male,C Felony,Hispanic,Paroled,0,0,0,1
17913,2014,2017,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,7JD,No,No,Male,Aggravated Misdemeanor,Black,Paroled,0,0,0,2
17914,2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,D Felony,White,Paroled,0,1,1,2
17915,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,Yes,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,1,0,0,3
17916,2014,2017,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,Yes,No,Male,D Felony,White,Paroled,1,0,0,1
17917,2014,2017,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,7JD,Yes,No,Male,D Felony,Black,Paroled,1,0,0,2
17918,2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,0
17919,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17920,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17921,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17922,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17923,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17924,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17925,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17926,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17927,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17928,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17929,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17930,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17931,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17932,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Sex,unknown,unknown,No,No,Male,C Felony,White,unknown,0,0,0,1
17933,2014,2017,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,No,No,Male,Aggravated Misdemeanor,Black,Paroled,0,0,0,3
17934,2014,2017,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,B Felony,White,Paroled,1,1,0,2
17935,2014,2017,White - Non-Hispanic,Under 25,D Felony,Other,Other Criminal,Parole,7JD,No,No,Male,D Felony,White,Paroled,0,0,0,0
17936,2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,unknown,unknown,No,Yes,Male,Aggravated Misdemeanor,White,unknown,0,1,0,3
17937,2014,2017,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,No,Yes,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,1,0,1
17938,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,Yes,Male,Aggravated Misdemeanor,White,Paroled,0,1,0,1
17939,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,3
17940,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,3
17941,2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,5JD,No,No,Male,D Felony,White,Paroled,0,0,0,1
17942,2014,2017,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,No,Male,Aggravated Misdemeanor,Black,Paroled,0,0,0,2
17943,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17944,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17945,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,unknown,unknown,No,No,Male,Aggravated Misdemeanor,White,unknown,0,0,0,1
17946,2014,2017,White - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole,7JD,No,No,Male,B Felony,White,Paroled,0,0,0,2
17947,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,Yes,Female,D Felony,White,Paroled,1,1,1,3
17948,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,unknown,unknown,No,Yes,Male,Aggravated Misdemeanor,White,unknown,0,1,0,0
17949,2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
17950,2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male,D Felony,White,Paroled,0,1,0,1
17951,2014,2017,Asian or Pacific Islander - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,unknown,unknown,No,No,Male,Aggravated Misdemeanor,Asian or Pacific Islander,unknown,0,0,0,0
17952,2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,B Felony,White,Paroled,1,1,0,3
17953,2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,8JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,2
17954,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Other Public Order,Parole,5JD,No,No,Female,Aggravated Misdemeanor,White,Paroled,0,0,1,1
17955,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,6JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,0
17956,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,No,Female,Aggravated Misdemeanor,White,Paroled,1,0,1,1
17957,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,1
17958,2014,2017,White - Non-Hispanic,45-54,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,No,Female,D Felony,White,Paroled,1,0,1,3
17959,2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,2
17960,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,0
17961,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,3JD,Yes,No,Male,D Felony,White,Paroled,1,0,0,0
17962,2014,2017,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,3
17963,2014,2017,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,1,0,0,2
17964,2014,2017,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,4
17965,2014,2017,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,6JD,Yes,Yes,Male,D Felony,Black,Paroled,1,1,0,3
17966,2014,2017,Black - Non-Hispanic,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,No,Male,Felony - Enhancement to Original Penalty,Black,Paroled,1,0,0,0
17967,2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,7JD,No,No,Male,D Felony,Black,Paroled,0,0,0,1
17968,2014,2017,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,Yes,Yes,Female,D Felony,White,Paroled,1,1,1,2
17969,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17970,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17971,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17972,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17973,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17974,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17975,2014,2017,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,0
17976,2014,2017,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,1JD,No,No,Male,C Felony,White,Paroled,0,0,0,3
17977,2014,2017,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,B Felony,White,Paroled,1,1,0,3
17978,2014,2017,Black - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,unknown,unknown,No,Yes,Male,D Felony,Black,unknown,0,1,0,3
17979,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,No,Yes,Male,Aggravated Misdemeanor,White,Paroled,0,1,0,0
17980,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,unknown,unknown,No,No,Female,Aggravated Misdemeanor,White,unknown,0,0,1,1
17981,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,unknown,unknown,No,No,Female,Aggravated Misdemeanor,White,unknown,0,0,1,1
17982,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,unknown,unknown,No,No,Female,Aggravated Misdemeanor,White,unknown,0,0,1,1
17983,2014,2017,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,unknown,unknown,No,No,Male,Aggravated Misdemeanor,Black,unknown,0,0,0,1
17984,2014,2017,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,unknown,unknown,Yes,No,Male,C Felony,Black,unknown,1,0,0,0
17985,2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,No,Male,D Felony,Hispanic,unknown,0,0,0,1
17986,2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,No,Male,D Felony,Hispanic,unknown,0,0,0,1
17987,2014,2017,White - Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,No,Male,D Felony,Hispanic,unknown,0,0,0,1
17988,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No,Male,C Felony,White,Paroled,0,0,0,1
17989,2014,2017,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,7JD,No,No,Male,C Felony,White,Paroled,0,0,0,1
17990,2014,2017,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,Yes,No,Male,D Felony,Black,Paroled,1,0,0,1
17991,2014,2017,Black - Non-Hispanic,35-44,C Felony,Violent,Assault,unknown,unknown,No,No,Male,C Felony,Black,unknown,0,0,0,2
17992,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,No,Male,Aggravated Misdemeanor,White,Paroled,1,0,0,0
17994,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,6JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,1
17995,2014,2017,Black - Non-Hispanic,55 and Older,B Felony,Violent,Other Violent,Parole,1JD,No,No,Male,B Felony,Black,Paroled,0,0,0,4
17996,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Other Drug,Parole,3JD,No,No,Male,Aggravated Misdemeanor,White,Paroled,0,0,0,0
17997,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Sex,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,1
17998,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Sex,unknown,unknown,No,No,Male,D Felony,White,unknown,0,0,0,1
17999,2014,2017,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,unknown,unknown,Yes,No,Male,D Felony,White,unknown,1,0,0,0
18000,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,No,Male,Aggravated Misdemeanor,White,Paroled,1,0,0,1
18001,2014,2017,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,1
18002,2014,2017,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,4JD,Yes,No,Male,D Felony,White,Paroled,1,0,0,3
18003,2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,No,Male,C Felony,White,Paroled,0,0,0,1
18004,2014,2017,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,No,Male,C Felony,White,Paroled,0,0,0,1
18005,2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,unknown,unknown,Yes,No,Male,C Felony,White,unknown,1,0,0,0
18006,2014,2017,White - Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,No,Male,D Felony,Hispanic,Paroled,1,0,0,0
18007,2014,2017,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,8JD,Yes,Yes,Male,C Felony,Black,Paroled,1,1,0,1
18008,2014,2017,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,No,Male,C Felony,White,Paroled,1,0,0,2
18009,2014,2017,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,2JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,2
18010,2014,2017,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,2JD,Yes,Yes,Male,Aggravated Misdemeanor,White,Paroled,1,1,0,3
18011,2014,2017,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,8JD,Yes,Yes,Male,D Felony,White,Paroled,1,1,0,1
18012,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,3JD,No,No,Male,Aggravated Misdemeanor,White,Paroled,0,0,0,0
18013,2014,2017,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,unknown,unknown,Yes,No,Male,Aggravated Misdemeanor,White,unknown,1,0,0,0
18014,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,0,0,3
18015,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,0,0,3
18016,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,No,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,0,0,3
18017,2014,2017,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,1JD,Yes,Yes,Female,Aggravated Misdemeanor,White,Paroled,1,1,1,1
18018,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,No,Male,D Felony,White,Paroled,0,0,0,0
18019,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,No,Male,D Felony,White,Paroled,0,0,0,0
18020,2014,2017,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,No,No,Male,D Felony,White,Paroled,0,0,0,0
18021,2014,2017,White - Hispanic,25-34,D Felony,Public Order,Traffic,Parole,5JD,No,No,Male,D Felony,Hispanic,Paroled,0,0,0,1
18022,2014,2017,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,1JD,No,No,Male,D Felony,White,Paroled,0,0,0,1
18023,2014,2017,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male,C Felony,White,Paroled,1,1,0,0
18024,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,No,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,0,0,3
18025,2014,2017,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,No,No,Male,Felony - Enhancement to Original Penalty,White,Paroled,0,0,0,3
18026,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,1
18027,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,1
18028,2014,2017,White - Non-Hispanic,25-34,D Felony,Violent,Assault,unknown,unknown,No,Yes,Male,D Felony,White,unknown,0,1,0,1
